조사번호,조사지역,주구분,조사일자,시간대,X좌표,Y좌표,행정구역명,날씨,남자10대,남자20대,남자30대,남자40대,남자50대,여자10대,여자20대,여자30대,여자40대,여자50대
8278,A지역(해들마켓앞),주말,2010-11-20,19시~20시까지,344236,416473,대전광역시 서구 갈마2동,맑음,15,72,33,45,6,9,54,39,50,10
8279,전북은행(안행교지점)앞,주중,2010-11-03,12시~13시까지,320319,356636,전라북도 전주시 효자3동,맑음,6,4,2,28,68,0,14,42,104,166
8279,전북은행(안행교지점)앞,주중,2010-11-03,19시~20시까지,320319,356636,전라북도 전주시 효자3동,맑음,66,12,6,26,34,40,46,32,128,120
8279,전북은행(안행교지점)앞,주말,2010-11-13,12시~13시까지,320319,356636,전라북도 전주시 효자3동,맑음,108,10,10,22,38,98,26,14,60,62
8279,전북은행(안행교지점)앞,주말,2010-11-13,19시~20시까지,320319,356636,전라북도 전주시 효자3동,맑음,118,14,12,20,46,72,32,20,70,54
8280,미래동물병원,주중,2010-11-15,12시~13시까지,377572,584153,강원도 춘천시 석사동,맑음,0,2,4,9,12,0,4,7,6,10
8280,미래동물병원,주중,2010-11-15,19시~20시까지,377572,584153,강원도 춘천시 석사동,맑음,6,3,3,5,13,9,15,7,5,4
8280,미래동물병원,주말,2010-11-06,12시~13시까지,377572,584153,강원도 춘천시 석사동,맑음,20,5,4,3,8,20,0,5,4,10
8280,미래동물병원,주말,2010-11-06,19시~20시까지,377572,584153,강원도 춘천시 석사동,맑음,0,4,6,10,20,3,9,12,5,8
8281,바이더웨이춘천석사점,주중,2010-10-20,12시~13시까지,378402,584878,강원도 춘천시 석사동,맑음,0,30,5,4,2,0,24,8,4,5
8281,바이더웨이춘천석사점,주중,2010-10-20,19시~20시까지,378402,584878,강원도 춘천시 석사동,맑음,22,18,19,11,9,6,34,18,3,6
8281,바이더웨이춘천석사점,주말,2010-10-17,12시~13시까지,378402,584878,강원도 춘천시 석사동,맑음,13,11,4,5,5,11,8,2,4,12
8281,바이더웨이춘천석사점,주말,2010-10-17,19시~20시까지,378402,584878,강원도 춘천시 석사동,맑음,8,20,31,36,19,4,17,26,20,14
8282,수민동(A지점),주중,2010-11-02,12시~13시까지,498912,290034,부산광역시 동래구 복천동,맑음,2,19,25,40,49,1,28,39,49,58
8282,수민동(A지점),주중,2010-11-02,19시~20시까지,498912,290034,부산광역시 동래구 복천동,맑음,28,30,31,38,45,19,34,38,48,56
8282,수민동(A지점),주말,2010-11-07,12시~13시까지,498912,290034,부산광역시 동래구 복천동,맑음,19,18,12,28,35,10,18,33,40,40
8282,수민동(A지점),주말,2010-11-07,19시~20시까지,498912,290034,부산광역시 동래구 복천동,맑음,21,16,28,31,33,13,24,29,39,43
8283,간성 재래시장 입구,주중,2010-11-03,12시~13시까지,441194,641895,강원도 고성군 죽왕면,맑음,7,14,16,16,5,6,6,21,20,17
8283,간성 재래시장 입구,주중,2010-11-03,19시~20시까지,441194,641895,강원도 고성군 죽왕면,맑음,0,6,7,14,13,2,10,8,20,24
8283,간성 재래시장 입구,주말,2010-10-31,12시~13시까지,441194,641895,강원도 고성군 죽왕면,맑음,9,7,15,7,4,9,10,11,13,9
8283,간성 재래시장 입구,주말,2010-10-31,19시~20시까지,441194,641895,강원도 고성군 죽왕면,맑음,2,9,9,11,3,4,6,6,14,10
8284,피카소안경원,주중,2010-11-09,12시~13시까지,377699,583196,강원도 춘천시 석사동,맑음,0,15,11,5,23,0,25,27,28,31
8284,피카소안경원,주중,2010-11-09,19시~20시까지,377699,583196,강원도 춘천시 석사동,맑음,69,25,9,5,13,55,44,33,13,26
8284,피카소안경원,주말,2010-11-07,12시~13시까지,377699,583196,강원도 춘천시 석사동,맑음,38,14,19,25,24,44,38,30,16,19
8284,피카소안경원,주말,2010-11-07,19시~20시까지,377699,583196,강원도 춘천시 석사동,맑음,16,31,30,30,9,27,65,50,15,10
8285,뚜레쥬르 신철원점,주중,2010-10-14,12시~13시까지,339611,616027,강원도 철원군 갈말읍,맑음,0,5,6,7,4,2,7,10,7,8
8285,뚜레쥬르 신철원점,주중,2010-10-14,19시~20시까지,339611,616027,강원도 철원군 갈말읍,맑음,23,23,16,11,14,19,8,9,19,12
8285,뚜레쥬르 신철원점,주말,2010-10-24,12시~13시까지,339611,616027,강원도 철원군 갈말읍,맑음,26,11,10,12,23,42,5,16,27,23
8285,뚜레쥬르 신철원점,주말,2010-10-24,19시~20시까지,339611,616027,강원도 철원군 갈말읍,맑음,16,42,15,5,4,15,10,16,7,10
8286,파리바게뜨 철원동송점,주중,2010-10-21,12시~13시까지,331736,623090,강원도 철원군 동송읍,맑음,2,5,4,8,13,1,7,21,21,24
8286,파리바게뜨 철원동송점,주중,2010-10-21,19시~20시까지,331736,623090,강원도 철원군 동송읍,맑음,23,15,5,16,14,39,13,17,29,26
8286,파리바게뜨 철원동송점,주말,2010-10-23,12시~13시까지,331736,623090,강원도 철원군 동송읍,맑음,18,52,9,11,21,37,12,20,26,35
8286,파리바게뜨 철원동송점,주말,2010-10-23,19시~20시까지,331736,623090,강원도 철원군 동송읍,맑음,32,102,13,15,13,34,21,17,21,23
8287,A지역(바이더웨이앞),주중,2010-10-27,12시~13시까지,342650,418343,대전광역시 서구 월평3동,맑음,0,267,39,10,5,0,90,48,25,2
8287,A지역(바이더웨이앞),주중,2010-10-27,19시~20시까지,342650,418343,대전광역시 서구 월평3동,맑음,0,408,75,30,0,0,258,18,20,1
8287,A지역(바이더웨이앞),주말,2010-10-30,12시~13시까지,342650,418343,대전광역시 서구 월평3동,맑음,30,180,27,20,4,6,138,24,30,6
8287,A지역(바이더웨이앞),주말,2010-10-30,19시~20시까지,342650,418343,대전광역시 서구 월평3동,맑음,18,219,36,20,7,0,117,24,9,0
8288,개금1동 A지점,주중,2010-10-28,12시~13시까지,493539,284323,부산광역시 부산진구 개금1동,맑음,10,20,24,38,49,14,28,39,45,50
8288,개금1동 A지점,주중,2010-10-28,19시~20시까지,493539,284323,부산광역시 부산진구 개금1동,맑음,28,28,34,48,50,30,38,39,47,53
8288,개금1동 A지점,주말,2010-10-31,12시~13시까지,493539,284323,부산광역시 부산진구 개금1동,맑음,21,20,21,30,31,14,29,34,40,43
8288,개금1동 A지점,주말,2010-10-31,19시~20시까지,493539,284323,부산광역시 부산진구 개금1동,맑음,27,31,20,34,40,10,30,38,39,42
8289,B지역(태평양약국 앞),주중,2010-10-27,12시~13시까지,342510,418188,대전광역시 서구 월평3동,맑음,18,114,51,70,2,0,78,57,30,0
8289,B지역(태평양약국 앞),주중,2010-10-27,19시~20시까지,342510,418188,대전광역시 서구 월평3동,맑음,24,48,96,15,3,48,69,90,50,1
8289,B지역(태평양약국 앞),주말,2010-10-30,12시~13시까지,342510,418188,대전광역시 서구 월평3동,맑음,66,39,51,30,3,24,36,69,40,8
8289,B지역(태평양약국 앞),주말,2010-10-30,19시~20시까지,342510,418188,대전광역시 서구 월평3동,맑음,42,78,24,40,2,21,54,57,45,3
8290,훼미리마트,주중,2010-10-21,12시~13시까지,295527,331104,전라북도 정읍시 연지동,맑음,6,42,33,39,96,9,27,30,57,120
8290,훼미리마트,주중,2010-10-21,19시~20시까지,295527,331104,전라북도 정읍시 연지동,맑음,81,69,21,36,57,27,81,33,45,72
8290,훼미리마트,주말,2010-10-23,12시~13시까지,295527,331104,전라북도 정읍시 연지동,맑음,81,36,12,21,66,33,36,15,24,39
8290,훼미리마트,주말,2010-10-23,19시~20시까지,295527,331104,전라북도 정읍시 연지동,맑음,77,63,48,57,90,18,75,27,36,63
8291,마트짱 앞,주중,2010-10-29,12시~13시까지,344886,312914,전라북도 남원시 동충동,맑음,51,34,28,22,51,65,18,36,31,54
8291,마트짱 앞,주중,2010-10-29,19시~20시까지,344886,312914,전라북도 남원시 동충동,맑음,56,21,31,33,26,42,37,46,51,32
8291,마트짱 앞,주말,2010-10-30,12시~13시까지,344886,312914,전라북도 남원시 동충동,맑음,43,26,31,40,34,38,30,27,50,23
8291,마트짱 앞,주말,2010-10-30,19시~20시까지,344886,312914,전라북도 남원시 동충동,맑음,29,33,21,56,35,36,24,38,41,27
8292,A지점 : 태양슈퍼 앞,주중,2010-11-03,12시~13시까지,415302,607368,강원도 인제군 인제읍,맑음,0,6,4,5,15,0,2,5,2,13
8292,A지점 : 태양슈퍼 앞,주중,2010-11-03,19시~20시까지,415302,607368,강원도 인제군 인제읍,맑음,11,6,6,14,11,13,10,8,5,8
8292,A지점 : 태양슈퍼 앞,주말,2010-11-13,12시~13시까지,415302,607368,강원도 인제군 인제읍,맑음,7,14,2,5,6,6,7,7,2,2
8292,A지점 : 태양슈퍼 앞,주말,2010-11-13,19시~20시까지,415302,607368,강원도 인제군 인제읍,맑음,2,6,5,2,17,6,2,4,1,3
8293,팔용공구상가앞,주중,2010-11-05,12시~13시까지,458561,292963,경상남도 창원시 팔룡동,맑음,0,19,22,21,2,0,22,17,16,2
8293,팔용공구상가앞,주중,2010-11-05,19시~20시까지,458561,292963,경상남도 창원시 팔룡동,맑음,1,7,11,12,4,2,7,7,9,1
8293,팔용공구상가앞,주말,2010-11-14,12시~13시까지,458561,292963,경상남도 창원시 팔룡동,비,0,2,0,0,0,0,1,5,3,5
8293,팔용공구상가앞,주말,2010-11-14,19시~20시까지,458561,292963,경상남도 창원시 팔룡동,비,1,11,5,5,3,0,2,1,1,0
8294,동화인테리어(구.궁전종합장식) 앞,주중,2010-10-29,12시~13시까지,345006,312816,전라북도 남원시 신촌동,맑음,28,30,23,35,40,34,19,37,46,38
8294,동화인테리어(구.궁전종합장식) 앞,주중,2010-10-29,19시~20시까지,345006,312816,전라북도 남원시 신촌동,맑음,32,29,20,30,25,38,36,35,47,31
8294,동화인테리어(구.궁전종합장식) 앞,주말,2010-10-30,12시~13시까지,345006,312816,전라북도 남원시 신촌동,맑음,20,23,16,21,40,14,12,31,36,45
8294,동화인테리어(구.궁전종합장식) 앞,주말,2010-10-30,19시~20시까지,345006,312816,전라북도 남원시 신촌동,맑음,38,40,39,35,38,44,33,38,39,40
8295,서시장남문입구(A),주중,2010-11-05,12시~13시까지,375306,238077,전라남도 여수시 서교동,맑음,24,30,50,54,66,20,42,44,120,90
8295,서시장남문입구(A),주중,2010-11-05,19시~20시까지,375306,238077,전라남도 여수시 서교동,맑음,40,50,58,64,82,60,62,52,88,100
8295,서시장남문입구(A),주말,2010-11-06,12시~13시까지,375306,238077,전라남도 여수시 서교동,맑음,80,42,64,54,74,90,78,88,116,126
8295,서시장남문입구(A),주말,2010-11-06,19시~20시까지,375306,238077,전라남도 여수시 서교동,맑음,84,52,82,62,84,74,46,44,96,88
8296,궁중해물탕,주중,2010-11-11,12시~13시까지,431170,390833,경상북도 구미시 송정동,맑음,4,42,75,69,36,4,18,54,30,24
8296,궁중해물탕,주중,2010-11-11,19시~20시까지,431170,390833,경상북도 구미시 송정동,맑음,30,15,25,15,20,50,50,35,25,5
8296,궁중해물탕,주말,2010-11-13,12시~13시까지,431170,390833,경상북도 구미시 송정동,맑음,2,15,10,15,5,1,30,1,2,20
8296,궁중해물탕,주말,2010-11-13,19시~20시까지,431170,390833,경상북도 구미시 송정동,맑음,20,30,10,25,10,25,35,10,2,10
8297,탄동농협 하나로마트 앞  ,주중,2010-10-27,12시~13시까지,341917,420904,대전광역시 유성구 신성동,맑음,9,39,33,21,30,6,54,117,84,78
8297,탄동농협 하나로마트 앞  ,주중,2010-10-27,19시~20시까지,341917,420904,대전광역시 유성구 신성동,맑음,46,138,98,49,36,50,119,192,93,61
8297,탄동농협 하나로마트 앞  ,주말,2010-10-30,12시~13시까지,341917,420904,대전광역시 유성구 신성동,맑음,11,49,67,30,29,8,61,105,82,70
8297,탄동농협 하나로마트 앞  ,주말,2010-10-30,19시~20시까지,341917,420904,대전광역시 유성구 신성동,맑음,58,56,87,42,48,57,71,165,121,57
8298,사와일식앞,주중,2010-11-25,12시~13시까지,256189,246737,전라남도 목포시 하당동,맑음,15,45,60,52,60,23,60,140,150,45
8298,사와일식앞,주중,2010-11-25,19시~20시까지,256189,246737,전라남도 목포시 하당동,맑음,80,75,110,80,40,78,110,120,180,40
8298,사와일식앞,주말,2010-11-28,12시~13시까지,256189,246737,전라남도 목포시 하당동,맑음,40,48,44,52,38,45,72,45,72,37
8298,사와일식앞,주말,2010-11-28,19시~20시까지,256189,246737,전라남도 목포시 하당동,맑음,37,61,34,53,29,37,91,48,94,42
8299,B지점 : 롯데리아 앞,주중,2010-11-04,12시~13시까지,417976,613345,강원도 인제군 인제읍,맑음,5,26,13,9,11,7,19,13,5,5
8299,B지점 : 롯데리아 앞,주중,2010-11-04,19시~20시까지,417976,613345,강원도 인제군 인제읍,맑음,27,58,19,16,8,27,15,8,2,1
8299,B지점 : 롯데리아 앞,주말,2010-11-06,12시~13시까지,417976,613345,강원도 인제군 인제읍,맑음,34,66,29,30,15,47,30,11,24,15
8299,B지점 : 롯데리아 앞,주말,2010-11-06,19시~20시까지,417976,613345,강원도 인제군 인제읍,맑음,17,71,22,22,8,15,10,7,2,8
8300,금성초등학교 옆 페리카나치킨 앞,주중,2010-10-27,12시~13시까지,341865,421015,대전광역시 유성구 신성동,맑음,6,24,15,12,18,7,15,39,16,36
8300,금성초등학교 옆 페리카나치킨 앞,주중,2010-10-27,19시~20시까지,341865,421015,대전광역시 유성구 신성동,맑음,19,43,37,28,15,21,35,48,29,13
8300,금성초등학교 옆 페리카나치킨 앞,주말,2010-10-30,12시~13시까지,341865,421015,대전광역시 유성구 신성동,맑음,15,21,20,10,15,12,13,25,12,6
8300,금성초등학교 옆 페리카나치킨 앞,주말,2010-10-30,19시~20시까지,341865,421015,대전광역시 유성구 신성동,맑음,18,36,40,24,13,15,33,36,21,14
8301,A지점 : 장안해장국 앞,주중,2010-11-04,12시~13시까지,375939,584862,강원도 춘천시 효자동,흐림,2,6,22,50,118,0,4,34,28,34
8301,A지점 : 장안해장국 앞,주중,2010-11-04,19시~20시까지,375939,584862,강원도 춘천시 효자동,흐림,3,6,25,66,126,2,11,62,36,30
8301,A지점 : 장안해장국 앞,주말,2010-11-14,12시~13시까지,375939,584862,강원도 춘천시 효자동,맑음,16,9,28,53,30,18,11,16,35,22
8301,A지점 : 장안해장국 앞,주말,2010-11-14,19시~20시까지,375939,584862,강원도 춘천시 효자동,맑음,9,10,17,52,49,2,18,26,32,25
8302,전대정문앞(B지점),주중,2010-11-29,12시~13시까지,372904,241729,전라남도 여수시 둔덕동,맑음,6,12,8,12,20,10,20,16,18,36
8302,전대정문앞(B지점),주중,2010-11-29,19시~20시까지,372904,241729,전라남도 여수시 둔덕동,맑음,18,26,30,48,52,20,32,20,52,58
8302,전대정문앞(B지점),주말,2010-11-28,12시~13시까지,372904,241729,전라남도 여수시 둔덕동,맑음,12,22,8,16,12,14,50,16,8,10
8302,전대정문앞(B지점),주말,2010-11-28,19시~20시까지,372904,241729,전라남도 여수시 둔덕동,맑음,18,48,20,24,28,22,36,32,30,32
8303,송원사거리(B지점),주중,2010-11-12,12시~13시까지,351578,290131,전라남도 구례군 구례읍,맑음,22,18,28,24,48,20,18,120,22,58
8303,송원사거리(B지점),주중,2010-11-12,19시~20시까지,351578,290131,전라남도 구례군 구례읍,맑음,24,10,30,36,52,28,14,24,42,62
8303,송원사거리(B지점),주말,2010-11-13,12시~13시까지,351578,290131,전라남도 구례군 구례읍,맑음,34,24,18,12,26,30,18,18,20,40
8303,송원사거리(B지점),주말,2010-11-13,19시~20시까지,351578,290131,전라남도 구례군 구례읍,맑음,30,18,18,20,40,22,18,12,14,26
8304,제일약국앞(A지점),주중,2010-11-26,12시~13시까지,316119,241425,전라남도 보성군 보성읍,맑음,18,12,16,24,36,28,12,24,28,52
8304,제일약국앞(A지점),주중,2010-11-26,19시~20시까지,316119,241425,전라남도 보성군 보성읍,맑음,34,30,16,10,24,26,14,32,20,18
8304,제일약국앞(A지점),주말,2010-11-27,12시~13시까지,316119,241425,전라남도 보성군 보성읍,맑음,24,18,18,34,40,16,24,36,34,20
8304,제일약국앞(A지점),주말,2010-11-27,19시~20시까지,316119,241425,전라남도 보성군 보성읍,맑음,16,18,14,32,24,28,18,26,32,26
8305,오송한의원 앞,주중,2010-11-15,12시~13시까지,324493,467259,충청남도 천안시 중앙동,맑음,7,8,23,43,58,6,7,23,32,38
8305,오송한의원 앞,주중,2010-11-15,19시~20시까지,324493,467259,충청남도 천안시 중앙동,맑음,12,12,15,26,49,9,17,14,22,50
8305,오송한의원 앞,주말,2010-11-07,12시~13시까지,324493,467259,충청남도 천안시 중앙동,맑음,22,18,10,14,44,12,16,12,26,41
8305,오송한의원 앞,주말,2010-11-07,19시~20시까지,324493,467259,충청남도 천안시 중앙동,맑음,11,8,15,14,44,12,15,27,11,47
8306,A지점 /백중한의원 앞,주중,2010-10-12,12시~13시까지,316404,544373,서울특별시 강남구 대치4동,흐림,0,18,36,32,44,0,56,44,76,92
8306,A지점 /백중한의원 앞,주중,2010-10-12,19시~20시까지,316404,544373,서울특별시 강남구 대치4동,흐림,48,64,36,72,52,88,108,96,120,92
8306,A지점 /백중한의원 앞,주말,2010-11-06,12시~13시까지,316404,544373,서울특별시 강남구 대치4동,맑음,76,92,56,44,48,104,88,108,116,80
8306,A지점 /백중한의원 앞,주말,2010-11-06,19시~20시까지,316404,544373,서울특별시 강남구 대치4동,맑음,104,100,56,72,92,96,84,76,112,56
8307,스카이빌앞,주중,2010-11-03,12시~13시까지,322457,466644,충청남도 천안시 쌍용1동,맑음,2,4,15,17,2,3,7,5,9,4
8307,스카이빌앞,주중,2010-11-03,19시~20시까지,322457,466644,충청남도 천안시 쌍용1동,맑음,3,17,29,34,1,1,3,6,3,2
8307,스카이빌앞,주말,2010-11-06,12시~13시까지,322457,466644,충청남도 천안시 쌍용1동,맑음,1,7,10,31,2,2,3,5,8,0
8307,스카이빌앞,주말,2010-11-06,19시~20시까지,322457,466644,충청남도 천안시 쌍용1동,맑음,2,14,23,32,5,0,19,7,17,1
8308,이테리헤어앞,주중,2010-11-03,12시~13시까지,322420,466452,충청남도 천안시 쌍용1동,맑음,17,48,37,34,22,36,49,78,96,25
8308,이테리헤어앞,주중,2010-11-03,19시~20시까지,322420,466452,충청남도 천안시 쌍용1동,맑음,26,45,46,35,19,31,64,83,72,31
8308,이테리헤어앞,주말,2010-11-06,12시~13시까지,322420,466452,충청남도 천안시 쌍용1동,맑음,25,34,31,24,28,85,89,47,53,43
8308,이테리헤어앞,주말,2010-11-06,19시~20시까지,322420,466452,충청남도 천안시 쌍용1동,맑음,26,77,33,38,16,39,70,48,35,26
8309,경서농협앞,주중,2010-10-11,12시~13시까지,299018,544020,서울특별시 구로구 개봉2동,흐림,32,165,76,52,172,24,192,64,66,166
8309,경서농협앞,주중,2010-10-11,19시~20시까지,299018,544020,서울특별시 구로구 개봉2동,흐림,56,156,78,102,154,64,172,145,124,185
8309,경서농협앞,주말,2010-10-02,12시~13시까지,299018,544020,서울특별시 구로구 개봉2동,비,36,168,65,102,115,45,152,83,75,152
8309,경서농협앞,주말,2010-10-02,19시~20시까지,299018,544020,서울특별시 구로구 개봉2동,비,72,195,56,135,106,58,152,110,84,132
8310,영동상가입구,주중,2010-11-09,12시~13시까지,284282,376996,전라북도 군산시 영동,맑음,0,56,56,12,32,0,84,60,52,40
8310,영동상가입구,주중,2010-11-09,19시~20시까지,284282,376996,전라북도 군산시 영동,맑음,30,102,42,24,18,90,90,78,60,30
8310,영동상가입구,주말,2010-11-07,12시~13시까지,284282,376996,전라북도 군산시 영동,맑음,60,72,40,36,52,180,80,68,72,48
8310,영동상가입구,주말,2010-11-07,19시~20시까지,284282,376996,전라북도 군산시 영동,맑음,78,114,60,6,24,72,162,96,60,12
8311,정명치과앞,주중,2010-10-11,12시~13시까지,299007,543875,서울특별시 구로구 개봉2동,흐림,12,86,52,36,142,10,76,75,54,132
8311,정명치과앞,주중,2010-10-11,19시~20시까지,299007,543875,서울특별시 구로구 개봉2동,흐림,42,95,38,68,176,85,108,64,84,124
8311,정명치과앞,주말,2010-10-02,12시~13시까지,299007,543875,서울특별시 구로구 개봉2동,비,32,64,42,52,98,26,75,36,48,85
8311,정명치과앞,주말,2010-10-02,19시~20시까지,299007,543875,서울특별시 구로구 개봉2동,비,52,65,38,42,188,38,112,84,96,152
8312,국민은행 앞,주중,2010-11-09,12시~13시까지,284532,376840,전라북도 군산시 평화동,맑음,0,8,48,48,32,0,40,36,48,52
8312,국민은행 앞,주중,2010-11-09,19시~20시까지,284532,376840,전라북도 군산시 평화동,맑음,6,12,24,36,54,12,24,42,54,36
8312,국민은행 앞,주말,2010-11-07,12시~13시까지,284532,376840,전라북도 군산시 평화동,맑음,8,36,36,36,48,20,20,52,76,88
8312,국민은행 앞,주말,2010-11-07,19시~20시까지,284532,376840,전라북도 군산시 평화동,맑음,2,30,30,24,30,18,48,66,54,60
8313,뉴동일부동산앞,주중,2010-11-18,12시~13시까지,322015,466515,충청남도 천안시 쌍용동,맑음,3,10,9,26,13,1,9,7,19,6
8313,뉴동일부동산앞,주중,2010-11-18,19시~20시까지,322015,466515,충청남도 천안시 쌍용동,맑음,13,32,16,38,3,16,28,10,32,7
8313,뉴동일부동산앞,주말,2010-11-20,12시~13시까지,322015,466515,충청남도 천안시 쌍용동,맑음,15,19,13,14,9,13,17,7,21,6
8313,뉴동일부동산앞,주말,2010-11-20,19시~20시까지,322015,466515,충청남도 천안시 쌍용동,맑음,6,8,14,16,11,5,11,7,10,8
8314,양키시장 입구,주중,2010-11-08,12시~13시까지,284688,376620,전라북도 군산시 평화동,맑음,0,0,8,8,52,0,4,12,16,44
8314,양키시장 입구,주중,2010-11-08,19시~20시까지,284688,376620,전라북도 군산시 평화동,맑음,2,4,4,16,72,2,4,16,20,40
8314,양키시장 입구,주말,2010-11-06,12시~13시까지,284688,376620,전라북도 군산시 평화동,맑음,4,4,16,16,108,4,4,4,20,68
8314,양키시장 입구,주말,2010-11-06,19시~20시까지,284688,376620,전라북도 군산시 평화동,맑음,6,12,30,30,60,12,12,18,18,48
8315,(구)군산역 앞,주중,2010-10-21,12시~13시까지,284775,376290,전라북도 군산시 대명동,맑음,0,4,4,8,68,0,4,8,4,36
8315,(구)군산역 앞,주중,2010-10-21,19시~20시까지,284775,376290,전라북도 군산시 대명동,맑음,24,8,8,32,76,28,4,8,20,48
8315,(구)군산역 앞,주말,2010-10-23,12시~13시까지,284775,376290,전라북도 군산시 대명동,맑음,2,4,4,4,80,2,4,16,12,76
8315,(구)군산역 앞,주말,2010-10-23,19시~20시까지,284775,376290,전라북도 군산시 대명동,맑음,12,18,24,30,102,30,6,6,24,48
8316,영의상실 옆,주중,2010-10-22,12시~13시까지,284518,376303,전라북도 군산시 미원동,맑음,0,4,20,24,68,0,8,24,36,76
8316,영의상실 옆,주중,2010-10-22,19시~20시까지,284518,376303,전라북도 군산시 미원동,맑음,16,4,28,28,92,16,20,56,36,68
8316,영의상실 옆,주말,2010-10-24,12시~13시까지,284518,376303,전라북도 군산시 미원동,맑음,16,32,8,24,108,16,8,12,24,88
8316,영의상실 옆,주말,2010-10-24,19시~20시까지,284518,376303,전라북도 군산시 미원동,맑음,2,6,30,18,96,24,24,18,48,156
8317,A지점- 제일은행 앞,주중,2010-11-02,12시~13시까지,304676,547911,서울특별시 영등포구 여의도동,맑음,0,144,524,424,76,0,356,208,188,12
8317,A지점- 제일은행 앞,주중,2010-11-02,19시~20시까지,304676,547911,서울특별시 영등포구 여의도동,맑음,8,380,680,288,168,4,424,280,276,4
8317,A지점- 제일은행 앞,주말,2010-11-06,12시~13시까지,304676,547911,서울특별시 영등포구 여의도동,흐림,0,80,32,28,44,0,32,24,16,36
8317,A지점- 제일은행 앞,주말,2010-11-06,19시~20시까지,304676,547911,서울특별시 영등포구 여의도동,흐림,4,24,44,24,48,4,20,48,12,24
8318,대명3동 유동인구조사 A지점(다빈치 커피전문점 앞),주중,2010-11-08,12시~13시까지,452710,362031,대구광역시 남구 대명3동,맑음,24,36,32,20,12,30,42,36,24,14
8318,대명3동 유동인구조사 A지점(다빈치 커피전문점 앞),주중,2010-11-08,19시~20시까지,452710,362031,대구광역시 남구 대명3동,맑음,16,32,30,16,10,32,36,42,20,16
8318,대명3동 유동인구조사 A지점(다빈치 커피전문점 앞),주말,2010-11-07,12시~13시까지,452710,362031,대구광역시 남구 대명3동,맑음,38,50,36,30,16,46,56,38,24,16
8318,대명3동 유동인구조사 A지점(다빈치 커피전문점 앞),주말,2010-11-07,19시~20시까지,452710,362031,대구광역시 남구 대명3동,맑음,30,42,32,18,16,36,52,30,22,12
8319,인동시장내 농협앞,주중,2010-11-12,12시~13시까지,438057,389838,경상북도 구미시 임수동,맑음,42,69,69,78,0,0,90,84,108,69
8319,인동시장내 농협앞,주중,2010-11-12,19시~20시까지,438057,389838,경상북도 구미시 임수동,맑음,39,201,87,45,54,0,309,36,18,45
8319,인동시장내 농협앞,주말,2010-11-13,12시~13시까지,438057,389838,경상북도 구미시 임수동,맑음,0,99,12,9,18,12,90,9,12,12
8319,인동시장내 농협앞,주말,2010-11-13,19시~20시까지,438057,389838,경상북도 구미시 임수동,맑음,0,175,51,39,33,3,72,42,33,9
8320,김밥천국 사거리,주중,2010-11-25,12시~13시까지,300065,231903,전라남도 장흥군 장흥읍,맑음,4,17,16,28,54,3,15,30,31,67
8320,김밥천국 사거리,주중,2010-11-25,19시~20시까지,300065,231903,전라남도 장흥군 장흥읍,맑음,14,32,24,22,20,20,40,33,35,24
8320,김밥천국 사거리,주말,2010-11-20,12시~13시까지,300065,231903,전라남도 장흥군 장흥읍,맑음,23,20,20,12,65,15,24,38,30,74
8320,김밥천국 사거리,주말,2010-11-20,19시~20시까지,300065,231903,전라남도 장흥군 장흥읍,맑음,20,28,28,8,25,21,22,41,13,29
8321,A지점- 영일자동차 검사장 앞,주중,2010-10-18,12시~13시까지,303537,547841,서울특별시 영등포구 영등포동8가,맑음,12,32,32,20,52,24,12,60,20,36
8321,A지점- 영일자동차 검사장 앞,주중,2010-10-18,19시~20시까지,303537,547841,서울특별시 영등포구 영등포동8가,맑음,8,28,32,20,112,4,0,12,4,32
8321,A지점- 영일자동차 검사장 앞,주말,2010-10-10,12시~13시까지,303537,547841,서울특별시 영등포구 영등포동8가,흐림,32,16,100,32,60,4,16,8,4,8
8321,A지점- 영일자동차 검사장 앞,주말,2010-10-10,19시~20시까지,303537,547841,서울특별시 영등포구 영등포동8가,흐림,8,28,4,16,52,20,8,32,20,36
8322,B지점- 푸르지오 아파트 입구,주중,2010-10-18,12시~13시까지,303569,547992,서울특별시 영등포구 영등포동8가,맑음,4,36,4,4,24,12,20,0,8,32
8322,B지점- 푸르지오 아파트 입구,주중,2010-10-18,19시~20시까지,303569,547992,서울특별시 영등포구 영등포동8가,맑음,4,32,32,20,40,0,20,8,20,20
8391,A지점,주중,2010-10-12,19시~20시까지,477502,573703,강원도 강릉시 교1동,맑음,14,7,4,2,5,16,3,12,12,14
8322,B지점- 푸르지오 아파트 입구,주말,2010-10-10,12시~13시까지,303569,547992,서울특별시 영등포구 영등포동8가,흐림,4,32,8,16,20,0,0,8,4,32
8322,B지점- 푸르지오 아파트 입구,주말,2010-10-10,19시~20시까지,303569,547992,서울특별시 영등포구 영등포동8가,흐림,8,24,4,16,32,4,4,8,8,20
8323,대명4동 유동인구 조사 A지점(성당시장 입구),주중,2010-11-12,12시~13시까지,451928,361322,대구광역시 남구 대명4동,맑음,10,12,24,22,30,8,12,30,34,38
8323,대명4동 유동인구 조사 A지점(성당시장 입구),주중,2010-11-12,19시~20시까지,451928,361322,대구광역시 남구 대명4동,맑음,6,18,36,32,24,8,24,36,40,36
